tipo_accion,tipo_usuario,nombre_tipo_usuario,tiempo_llegada,tiempo_espera,tiempo_servicio,tiempo_sistema,cajero,inicio_servicio,fin_servicio,replica
retiro,1,Normal,239.0693125088041,0.0,5.28260556876745,5.28260556876745,1,239.0693125088041,244.35191807757155,9
pago,3,Muy lento,239.07699710078222,0.0,0.4565547003898497,0.4565547003898497,2,239.07699710078222,239.53355180117208,9
retiro,0,Rápido,239.4156995563065,0.11785224486558832,1.0159676537810636,1.133819898646652,2,239.53355180117208,240.54951945495316,9
retiro,2,Lento,242.04209952507753,0.0,1.0957925354393148,1.0957925354393148,2,242.04209952507753,243.13789206051683,9
retiro,3,Muy lento,243.43529529717082,0.0,1.9676012791909903,1.9676012791909903,2,243.43529529717082,245.40289657636183,9
retiro,3,Muy lento,254.67260376810916,0.0,2.4377380524798804,2.4377380524798804,0,254.67260376810916,257.11034182058904,9
retiro,0,Rápido,255.0422339976315,0.0,0.3728870124091015,0.3728870124091015,1,255.0422339976315,255.41512101004062,9
pago,1,Normal,255.9835654504849,0.0,0.08653249347963267,0.08653249347963267,1,255.9835654504849,256.0700979439645,9
retiro,0,Rápido,256.6932678463343,0.0,0.15268890728916634,0.15268890728916634,1,256.6932678463343,256.8459567536235,9
retiro,3,Muy lento,258.22554932686694,0.0,4.677066280902828,4.677066280902828,0,258.22554932686694,262.90261560776975,9
pago,1,Normal,259.17602984551814,0.0,3.9020238338231383,3.9020238338231383,1,259.17602984551814,263.0780536793413,9
pago,2,Lento,269.5678782181857,0.0,6.616393764377762,6.616393764377762,0,269.5678782181857,276.1842719825635,9
retiro,2,Lento,270.82354485139024,0.0,0.7622666571095107,0.7622666571095107,1,270.82354485139024,271.5858115084998,9
retiro,1,Normal,272.54334084143045,0.0,1.9434446860773837,1.9434446860773837,1,272.54334084143045,274.48678552750783,9
pago,3,Muy lento,277.6096554761412,0.0,8.05065044330127,8.05065044330127,0,277.6096554761412,285.66030591944246,9
retiro,1,Normal,278.93491936218174,0.0,0.7359989999806759,0.7359989999806759,1,278.93491936218174,279.6709183621624,9
retiro,1,Normal,281.40565605551797,0.0,2.3775820497958424,2.3775820497958424,1,281.40565605551797,283.7832381053138,9
retiro,2,Lento,283.56252644831375,0.0,3.687478725733121,3.687478725733121,2,283.56252644831375,287.25000517404686,9
pago,1,Normal,284.041199671641,0.0,6.7055728397204275,6.7055728397204275,1,284.041199671641,290.7467725113614,9
retiro,0,Rápido,287.5538910302781,0.0,5.370706753307839,5.370706753307839,0,287.5538910302781,292.92459778358597,9
retiro,2,Lento,296.3864294988892,0.0,1.7844998966753258,1.7844998966753258,0,296.3864294988892,298.1709293955645,9
retiro,0,Rápido,298.31316182307194,0.0,0.17039269375428676,0.17039269375428676,0,298.31316182307194,298.48355451682625,9
retiro,1,Normal,299.548262758413,0.0,0.7030856128575392,0.7030856128575392,0,299.548262758413,300.2513483712705,9
retiro,0,Rápido,299.833051268445,0.0,1.0601539549096615,1.0601539549096615,1,299.833051268445,300.89320522335464,9
pago,1,Normal,300.40223596707267,0.0,0.422951737348628,0.422951737348628,0,300.40223596707267,300.8251877044213,9
